node_id,label,sens,logit,prob,pred,error,split
102,-1,0,-0.74121547,0.3227384,0,1,unassigned
103,-1,1,2.2976735,0.9086842,1,1,unassigned
104,1,0,1.739211,0.85058683,1,0,unassigned
105,0,0,-0.48365983,0.38138828,0,0,test
106,-1,0,-0.57963437,0.35901672,0,1,unassigned
107,-1,1,4.38603,0.987703,1,1,unassigned
108,1,1,1.9764152,0.8782985,1,0,test
109,-1,0,-0.5866694,0.3573994,0,1,unassigned
110,0,0,-0.8847637,0.2921916,0,0,test
111,0,1,-0.63292086,0.34684852,0,0,test
112,-1,0,0.6974523,0.6676227,1,1,unassigned
113,-1,0,-0.6130247,0.35136956,0,1,unassigned
114,-1,0,-0.4243027,0.3954876,0,1,unassigned
115,-1,0,-0.066357076,0.4834168,0,1,unassigned
116,-1,0,0.7380519,0.6765697,1,1,unassigned
117,-1,0,0.12596759,0.53145033,1,1,unassigned
118,-1,1,3.783159,0.97775537,1,1,unassigned
119,0,0,0.15667799,0.53908956,1,1,unassigned
120,-1,1,6.8244605,0.99891436,1,1,unassigned
121,1,0,4.8648286,0.9923458,1,0,test
122,-1,0,-0.065238655,0.4836961,0,1,unassigned
123,-1,0,4.203317,0.9852742,1,1,unassigned
124,-1,0,0.4104391,0.60119313,1,1,unassigned
125,1,0,-0.3199503,0.42068782,0,1,test
126,-1,0,0.23254457,0.5578756,1,1,unassigned
127,-1,1,0.7345613,0.67580545,1,1,unassigned
128,-1,0,0.73004496,0.6748151,1,1,unassigned
129,-1,1,-0.7073057,0.33019444,0,1,unassigned
130,-1,0,2.9522235,0.95036846,1,1,unassigned
131,-1,0,-0.789266,0.3123263,0,1,unassigned
132,-1,0,-0.98363733,0.27217063,0,1,unassigned
133,-1,0,-0.96874046,0.2751316,0,1,unassigned
134,-1,0,-0.072468385,0.48189083,0,1,unassigned
135,-1,0,-0.411506,0.39855108,0,1,unassigned
136,-1,0,0.12912107,0.53223544,1,1,unassigned
137,-1,1,0.2966465,0.5736225,1,1,unassigned
138,0,0,-0.5533463,0.36508837,0,0,unassigned
139,-1,0,1.0650616,0.74365664,1,1,unassigned
140,-1,1,-0.9406066,0.2807778,0,1,unassigned
141,-1,0,2.41252,0.91777706,1,1,unassigned
142,-1,0,1.1018875,0.7506136,1,1,unassigned
143,-1,1,2.0313509,0.8840496,1,1,unassigned
144,-1,0,-0.30763873,0.4236912,0,1,unassigned
145,-1,0,-0.29391494,0.4270457,0,1,unassigned
146,-1,0,-0.8577838,0.2978026,0,1,unassigned
147,-1,0,-0.8376576,0.30202836,0,1,unassigned
148,-1,0,4.9739437,0.9931317,1,1,unassigned
149,-1,0,0.91787577,0.7146091,1,1,unassigned
150,-1,0,0.3879206,0.59578204,1,1,unassigned
151,-1,0,3.3900206,0.9673912,1,1,unassigned
152,-1,1,1.1807647,0.7650852,1,1,unassigned
153,-1,0,0.4082205,0.6006611,1,1,unassigned
154,-1,1,3.4504879,0.9692457,1,1,unassigned
155,-1,1,3.3661234,0.96662885,1,1,unassigned
156,-1,0,0.3993543,0.5985325,1,1,unassigned
157,-1,0,-0.81246614,0.30736524,0,1,unassigned
158,-1,0,-0.32621425,0.41916206,0,1,unassigned
159,0,0,-1.4087443,0.19643219,0,0,unassigned
160,-1,0,-0.48760664,0.38045755,0,1,unassigned
161,-1,0,-0.26684946,0.4336807,0,1,unassigned
162,-1,0,0.12877974,0.5321505,1,1,unassigned
163,-1,0,-1.2416115,0.22415562,0,1,unassigned
164,-1,0,0.17907038,0.5446483,1,1,unassigned
165,-1,1,-0.634555,0.3464784,0,1,unassigned
166,-1,1,2.7102664,0.9376297,1,1,unassigned
167,1,0,1.0933274,0.7490078,1,0,unassigned
168,1,1,0.47030285,0.6154554,1,0,test
169,-1,0,0.6648805,0.6603559,1,1,unassigned
170,-1,0,-0.63818395,0.3456572,0,1,unassigned
171,-1,0,-0.7426121,0.3224332,0,1,unassigned
172,-1,0,0.2149634,0.55353487,1,1,unassigned
173,1,0,2.2266104,0.9026139,1,0,val
174,-1,1,3.8504698,0.9791732,1,1,unassigned
175,-1,0,0.2688428,0.5668088,1,1,unassigned
176,-1,0,-0.9147873,0.2860212,0,1,unassigned
177,-1,1,3.0462673,0.95462114,1,1,unassigned
178,-1,0,-0.37102106,0.40829435,0,1,unassigned
179,-1,1,-0.34419996,0.41478965,0,1,unassigned
180,-1,0,0.9236882,0.715793,1,1,unassigned
181,-1,0,4.6334844,0.9903728,1,1,unassigned
182,-1,0,-0.6941105,0.3331193,0,1,unassigned
183,0,0,-1.0876845,0.25205454,0,0,train
184,-1,1,1.5138237,0.81962717,1,1,unassigned
185,-1,0,-0.19687064,0.4509407,0,1,unassigned
186,-1,0,-0.7296393,0.3252739,0,1,unassigned
187,-1,0,0.09926978,0.5247971,1,1,unassigned
188,-1,1,4.5228143,0.9892582,1,1,unassigned
189,-1,1,0.1111373,0.52775574,1,1,unassigned
190,-1,0,6.8147044,0.99890363,1,1,unassigned
191,-1,1,2.1558864,0.8962176,1,1,unassigned
192,-1,0,1.6494411,0.8388155,1,1,unassigned
193,-1,0,5.6059546,0.99633753,1,1,unassigned
194,0,0,-0.9247973,0.2839814,0,0,unassigned
195,1,0,0.46834156,0.6149911,1,0,unassigned
196,-1,0,-0.5409995,0.3679551,0,1,unassigned
197,-1,1,3.6357622,0.9743134,1,1,unassigned
198,-1,0,0.8191149,0.6940484,1,1,unassigned
199,-1,1,-0.55163395,0.3654854,0,1,unassigned
200,-1,0,0.398999,0.59844714,1,1,unassigned
201,-1,0,8.987134,0.99987495,1,1,unassigned
202,-1,1,2.72112,0.93826145,1,1,unassigned
203,-1,0,-1.7087687,0.15332349,0,1,unassigned
204,-1,0,1.2644231,0.7797866,1,1,unassigned
205,-1,0,2.8257546,0.94405174,1,1,unassigned
206,-1,0,0.23222229,0.55779606,1,1,unassigned
207,-1,0,6.4688053,0.99845135,1,1,unassigned
208,-1,0,3.5104978,0.97098494,1,1,unassigned
209,-1,0,4.4742227,0.9887294,1,1,unassigned
210,-1,0,4.442082,0.98836553,1,1,unassigned
211,0,0,-0.19223511,0.45208865,0,0,test
212,-1,1,0.46338692,0.61381733,1,1,unassigned
213,-1,1,3.756351,0.9771648,1,1,unassigned
214,-1,1,0.967561,0.7246331,1,1,unassigned
215,-1,0,0.03728828,0.509321,1,1,unassigned
216,-1,0,15.539615,0.9999999,1,1,unassigned
217,1,0,-0.98377013,0.27214435,0,1,val
218,-1,0,-0.8953514,0.29000673,0,1,unassigned
219,-1,0,-0.20117047,0.4498763,0,1,unassigned
220,-1,0,-0.34645212,0.41424304,0,1,unassigned
221,-1,0,3.7053685,0.975999,1,1,unassigned
222,1,1,4.5895925,0.9899451,1,0,unassigned
223,-1,1,4.471942,0.9887039,1,1,unassigned
224,-1,0,-0.5987325,0.35463372,0,1,unassigned
225,-1,0,2.720664,0.938235,1,1,unassigned
226,-1,1,-0.38687736,0.40446925,0,1,unassigned
227,-1,1,-0.665161,0.33958122,0,1,unassigned
228,-1,1,-1.0522546,0.2587924,0,1,unassigned
229,-1,1,3.7153366,0.9762314,1,1,unassigned
230,-1,0,0.22942755,0.5571066,1,1,unassigned
231,-1,1,-0.3047834,0.4243886,0,1,unassigned
232,-1,0,0.8814479,0.70712215,1,1,unassigned
233,-1,0,-0.8882383,0.29147354,0,1,unassigned
234,-1,0,4.2627864,0.98611253,1,1,unassigned
235,-1,0,-0.90429616,0.28816843,0,1,unassigned
236,-1,1,-0.7252989,0.3262272,0,1,unassigned
237,-1,0,-0.79238343,0.31165713,0,1,unassigned
238,-1,1,-0.1098755,0.47255877,0,1,unassigned
239,-1,0,-0.08451299,0.4788843,0,1,unassigned
240,-1,1,1.4294642,0.80681777,1,1,unassigned
241,-1,0,7.7605267,0.999574,1,1,unassigned
242,-1,0,2.9233336,0.9489879,1,1,unassigned
243,-1,0,3.3814247,0.967119,1,1,unassigned
244,-1,0,-0.85658455,0.2980534,0,1,unassigned
245,-1,1,-0.33934578,0.4159684,0,1,unassigned
246,-1,0,0.5637748,0.63732547,1,1,unassigned
247,-1,0,1.009723,0.7329659,1,1,unassigned
248,-1,0,-0.29724002,0.4262323,0,1,unassigned
249,-1,0,-0.7944095,0.31122264,0,1,unassigned
250,-1,0,-0.80609083,0.30872414,0,1,unassigned
251,-1,0,1.5143168,0.81970006,1,1,unassigned
252,0,0,-0.71680725,0.32809645,0,0,test
253,-1,0,2.5026567,0.92432785,1,1,unassigned
254,-1,0,2.4444268,0.9201529,1,1,unassigned
255,-1,0,-0.0015930831,0.49960175,0,1,unassigned
256,0,0,0.40614232,0.6001625,1,1,unassigned
257,-1,0,2.7707021,0.9410719,1,1,unassigned
258,-1,0,-0.7632283,0.31794578,0,1,unassigned
259,-1,0,0.41298702,0.6018039,1,1,unassigned
260,-1,0,-1.1120529,0.24748836,0,1,unassigned
261,0,0,-0.8310989,0.30341277,0,0,test
262,-1,0,-0.62633395,0.34834227,0,1,unassigned
263,-1,0,-0.7769315,0.31498158,0,1,unassigned
264,-1,1,4.3926578,0.98778325,1,1,unassigned
265,-1,0,3.6555097,0.97480303,1,1,unassigned
266,-1,0,-0.9181305,0.28533897,0,1,unassigned
267,-1,0,-1.076803,0.2541115,0,1,unassigned
268,0,0,0.8772191,0.7062456,1,1,unassigned
269,0,0,-0.9119785,0.28659517,0,0,test
270,-1,0,-0.59659195,0.3551238,0,1,unassigned
271,0,0,-0.86308455,0.2966953,0,0,val
272,-1,1,1.204237,0.76927763,1,1,unassigned
273,-1,0,-0.13936135,0.46521592,0,1,unassigned
274,0,0,-1.046926,0.2598158,0,0,unassigned
275,-1,0,-1.205394,0.23051706,0,1,unassigned
276,-1,1,3.4400005,0.9689315,1,1,unassigned
277,-1,0,-1.0356482,0.26199055,0,1,unassigned
278,-1,1,3.6378076,0.9743645,1,1,unassigned
279,1,0,1.3313198,0.79105884,1,0,unassigned
280,0,0,1.1144962,0.7529664,1,1,unassigned
281,-1,0,-1.04612,0.25997084,0,1,unassigned
282,-1,0,1.4963009,0.81702214,1,1,unassigned
283,-1,0,2.7496655,0.9398945,1,1,unassigned
284,0,0,-0.8229096,0.30514637,0,0,val
285,-1,0,-0.8343756,0.30272067,0,1,unassigned
286,0,0,-0.60694706,0.35275593,0,0,unassigned
287,0,0,1.025593,0.7360606,1,1,val
288,-1,0,-0.8324034,0.30313712,0,1,unassigned
289,0,0,-1.1194133,0.24612014,0,0,unassigned
290,-1,0,1.6252612,0.8355195,1,1,unassigned
291,-1,0,0.39433476,0.5973258,1,1,unassigned
292,-1,1,3.8618176,0.97940344,1,1,unassigned
293,-1,0,-1.0518031,0.258879,0,1,unassigned
294,0,0,-0.6160828,0.35067287,0,0,val
295,-1,0,-0.2642042,0.4343305,0,1,unassigned
296,-1,0,-0.12100454,0.4697857,0,1,unassigned
297,-1,0,0.018317625,0.5045793,1,1,unassigned
298,1,0,2.6017268,0.93097264,1,0,unassigned
299,1,0,2.4734256,0.9222577,1,0,train
300,-1,0,-0.89428234,0.2902269,0,1,unassigned
301,0,0,-0.90081775,0.28888246,0,0,val
302,-1,0,-1.1201763,0.2459786,0,1,unassigned
303,-1,0,-0.3236781,0.41977963,0,1,unassigned
304,-1,0,0.6444987,0.6557697,1,1,unassigned
305,0,0,-0.94619167,0.27965134,0,0,test
306,-1,0,0.3828394,0.59455776,1,1,unassigned
307,-1,1,0.4339815,0.60682404,1,1,unassigned
308,-1,0,-0.8078151,0.30835629,0,1,unassigned
309,-1,0,3.156191,0.959152,1,1,unassigned
310,-1,0,-0.74067724,0.32285607,0,1,unassigned
311,-1,0,-0.9461434,0.2796611,0,1,unassigned
312,-1,0,0.17234328,0.5429795,1,1,unassigned
313,-1,1,2.1860883,0.8989933,1,1,unassigned
314,-1,0,-0.9780631,0.2732763,0,1,unassigned
315,-1,1,-0.9822544,0.2724447,0,1,unassigned
316,-1,1,1.814081,0.8598544,1,1,unassigned
317,1,0,-1.1793711,0.23516531,0,1,unassigned
318,0,0,-0.56377614,0.36267418,0,0,unassigned
319,-1,0,0.3961031,0.597751,1,1,unassigned
320,-1,0,-0.47159335,0.38423917,0,1,unassigned
321,-1,0,0.3836113,0.5947438,1,1,unassigned
322,-1,0,2.4795926,0.9226988,1,1,unassigned
323,-1,0,-0.60310584,0.35363343,0,1,unassigned
324,1,1,0.4752384,0.61662287,1,0,unassigned
325,-1,0,0.5661421,0.6378725,1,1,unassigned
326,0,0,-1.1627327,0.2381711,0,0,test
327,0,0,-0.8061775,0.30870566,0,0,test
328,-1,0,-0.76072156,0.31848964,0,1,unassigned
329,-1,0,0.25011098,0.5622038,1,1,unassigned
330,-1,0,-0.3199789,0.4206809,0,1,unassigned
331,1,0,-1.0019097,0.2685661,0,1,val
332,-1,1,4.1223536,0.98405206,1,1,unassigned
333,-1,0,-0.98349583,0.27219868,0,1,unassigned
334,-1,0,0.99338114,0.7297552,1,1,unassigned
335,-1,0,-1.0071025,0.26754728,0,1,unassigned
336,-1,0,-0.6887442,0.3343125,0,1,unassigned
337,-1,0,-0.17590737,0.45613623,0,1,unassigned
338,-1,0,-1.078451,0.25379926,0,1,unassigned
339,0,0,2.8276675,0.9441527,1,1,val
340,-1,1,3.0285587,0.9538477,1,1,unassigned
341,-1,0,-0.71261954,0.32902026,0,1,unassigned
342,-1,0,0.7831341,0.6863552,1,1,unassigned
343,-1,0,0.9089384,0.7127829,1,1,unassigned
344,0,0,1.1379449,0.7573021,1,1,unassigned
345,1,0,-0.926303,0.28367534,0,1,test
346,-1,0,3.3619993,0.96649563,1,1,unassigned
347,1,0,-0.7255751,0.32616648,0,1,train
348,-1,0,5.002421,0.99332327,1,1,unassigned
349,-1,0,1.1240413,0.7547376,1,1,unassigned
350,-1,0,-0.41241324,0.3983336,0,1,unassigned
351,-1,0,-0.14320506,0.4642598,0,1,unassigned
352,-1,0,-1.1228529,0.24548249,0,1,unassigned
353,-1,0,-0.89826465,0.28940725,0,1,unassigned
354,-1,1,1.8070879,0.85900956,1,1,unassigned
355,-1,0,-1.0121491,0.26655948,0,1,unassigned
356,1,0,3.0309074,0.95395106,1,0,val
357,-1,0,-0.9941807,0.27008712,0,1,unassigned
358,-1,0,0.7232375,0.6733195,1,1,unassigned
359,-1,0,-0.4670436,0.38531622,0,1,unassigned
360,-1,0,0.6612668,0.65954494,1,1,unassigned
361,-1,0,-0.7898079,0.31220993,0,1,unassigned
362,-1,0,-0.93190455,0.28253847,0,1,unassigned
363,-1,0,0.7878642,0.68737257,1,1,unassigned
364,-1,0,-0.6579473,0.34120086,0,1,unassigned
365,0,1,0.78392303,0.68652505,1,1,test
366,-1,0,0.63100815,0.652718,1,1,unassigned
367,-1,0,1.4019356,0.8024909,1,1,unassigned
368,-1,1,0.46813247,0.6149416,1,1,unassigned
369,-1,0,-0.06879112,0.48280904,0,1,unassigned
370,-1,0,6.0244565,0.99758697,1,1,unassigned
371,-1,0,-0.43782207,0.39226004,0,1,unassigned
372,-1,0,-1.0093559,0.26710594,0,1,unassigned
373,-1,0,2.0562208,0.8865746,1,1,unassigned
374,-1,0,1.9224389,0.8724101,1,1,unassigned
375,-1,0,-0.8330966,0.3029907,0,1,unassigned
376,-1,0,-0.6716,0.33813867,0,1,unassigned
377,-1,1,1.5727526,0.82817566,1,1,unassigned
378,-1,1,3.4074552,0.9679367,1,1,unassigned
379,-1,0,1.3778973,0.79865307,1,1,unassigned
380,-1,0,0.5182978,0.62674963,1,1,unassigned
381,-1,0,1.5690618,0.8276498,1,1,unassigned
382,-1,0,-0.6688745,0.33874887,0,1,unassigned
383,-1,1,-0.587939,0.35710788,0,1,unassigned
384,0,0,-1.1467731,0.24107897,0,0,test
385,0,0,-1.113602,0.24719995,0,0,unassigned
386,0,0,-0.3198602,0.42070982,0,0,unassigned
387,-1,1,-0.6115645,0.35170236,0,1,unassigned
388,-1,0,-0.95256555,0.27836916,0,1,unassigned
389,-1,1,0.15490678,0.5386495,1,1,unassigned
390,-1,0,-0.6186396,0.3500909,0,1,unassigned
391,0,0,-0.6596496,0.34081835,0,0,val
392,-1,0,-0.8600987,0.29731873,0,1,unassigned
393,-1,0,-0.7329725,0.32454276,0,1,unassigned
394,-1,0,-0.3623439,0.41039228,0,1,unassigned
395,-1,0,1.3011528,0.786029,1,1,unassigned
396,-1,0,0.5341461,0.6304496,1,1,unassigned
397,-1,0,-0.90011394,0.28902707,0,1,unassigned
398,1,0,-0.53947794,0.36830902,0,1,test
399,-1,1,0.8300266,0.6963606,1,1,unassigned
400,-1,1,0.3613145,0.5893586,1,1,unassigned
401,-1,0,-0.6824296,0.33571926,0,1,unassigned
402,-1,0,-1.0212742,0.26477927,0,1,unassigned
403,-1,0,-1.3044233,0.21342152,0,1,unassigned
404,-1,1,2.4957058,0.9238402,1,1,unassigned
405,-1,0,-0.90687597,0.28763953,0,1,unassigned
406,-1,0,-1.1516813,0.2401821,0,1,unassigned
407,-1,1,3.8738315,0.9796443,1,1,unassigned
408,-1,0,1.7650931,0.85384643,1,1,unassigned
409,-1,1,0.6891736,0.66578305,1,1,unassigned
410,-1,0,-0.5134778,0.37437862,0,1,unassigned
411,-1,0,3.630358,0.9741778,1,1,unassigned
412,-1,0,-1.1160132,0.24675155,0,1,unassigned
413,-1,0,-0.13928734,0.46523434,0,1,unassigned
414,-1,0,1.1574967,0.76087755,1,1,unassigned
415,-1,1,-0.7047093,0.33076894,0,1,unassigned
416,-1,1,1.1599078,0.761316,1,1,unassigned
417,-1,0,3.8541362,0.9792478,1,1,unassigned
418,-1,0,-0.40266973,0.40067106,0,1,unassigned
419,1,1,1.6997454,0.8455015,1,0,val
420,-1,0,-0.80811524,0.30829227,0,1,unassigned
421,-1,0,3.3682723,0.9666981,1,1,unassigned
422,-1,0,-0.91781116,0.2854041,0,1,unassigned
423,-1,0,-0.7646917,0.31762853,0,1,unassigned
424,-1,1,-0.26277113,0.43468264,0,1,unassigned
425,-1,0,-0.7028569,0.3311791,0,1,unassigned
426,-1,0,-0.77921844,0.31448838,0,1,unassigned
427,-1,1,-0.9763913,0.27360842,0,1,unassigned
428,-1,0,-0.8462367,0.30022287,0,1,unassigned
429,0,0,-0.9638796,0.27610213,0,0,test
430,-1,0,-0.54927015,0.36603376,0,1,unassigned
431,-1,0,-0.6471966,0.34362158,0,1,unassigned
432,-1,1,1.0307169,0.7370548,1,1,unassigned
433,-1,1,2.0281188,0.8837179,1,1,unassigned
434,0,0,-0.96928537,0.27502295,0,0,test
435,-1,0,-0.77676606,0.31501728,0,1,unassigned
436,-1,0,-0.9992614,0.26908666,0,1,unassigned
437,-1,0,-0.79839563,0.3103688,0,1,unassigned
438,-1,0,-0.76220036,0.31816873,0,1,unassigned
439,1,0,-0.93123245,0.28267473,0,1,test
440,-1,0,1.998564,0.8806462,1,1,unassigned
441,-1,1,4.8452806,0.99219596,1,1,unassigned
442,0,0,-0.09190342,0.47704032,0,0,unassigned
443,-1,0,-0.36775753,0.40908298,0,1,unassigned
444,-1,0,-0.51811194,0.37329382,0,1,unassigned
445,-1,0,1.277272,0.78198504,1,1,unassigned
446,-1,0,-0.8564234,0.29808715,0,1,unassigned
447,-1,0,-0.09200361,0.47701532,0,1,unassigned
448,-1,1,-0.30834872,0.42351785,0,1,unassigned
449,-1,0,-0.15778844,0.46063453,0,1,unassigned
450,-1,0,-0.72842443,0.32554057,0,1,unassigned
451,-1,0,2.2204745,0.90207314,1,1,unassigned
452,-1,0,1.1273711,0.7553534,1,1,unassigned
453,-1,0,-0.48545107,0.38096574,0,1,unassigned
454,-1,1,10.579736,0.9999746,1,1,unassigned
455,-1,0,2.565891,0.92863387,1,1,unassigned
456,-1,0,-0.34854427,0.4137355,0,1,unassigned
457,-1,1,3.7289464,0.97654516,1,1,unassigned
458,-1,1,3.8645275,0.979458,1,1,unassigned
459,-1,0,2.3059838,0.9093714,1,1,unassigned
460,-1,0,-0.8977817,0.28950655,0,1,unassigned
461,0,0,0.24268186,0.56037444,1,1,unassigned
462,-1,1,1.7224581,0.8484452,1,1,unassigned
463,0,1,0.26503584,0.5658738,1,1,unassigned
464,-1,0,9.956546,0.99995255,1,1,unassigned
465,-1,0,-0.8658277,0.2961232,0,1,unassigned
466,-1,0,-0.13842694,0.4654484,0,1,unassigned
467,0,1,-0.46874964,0.38491225,0,0,unassigned
468,-1,0,2.9371016,0.94965035,1,1,unassigned
469,-1,1,2.563499,0.9284752,1,1,unassigned
470,-1,1,-0.21641535,0.4461063,0,1,unassigned
471,-1,1,1.2802181,0.7824869,1,1,unassigned
472,-1,0,-0.9095211,0.2870978,0,1,unassigned
473,1,0,-0.9329275,0.28233117,0,1,val
474,-1,0,-0.6940903,0.3331238,0,1,unassigned
475,-1,0,3.7183335,0.97630095,1,1,unassigned
476,-1,1,2.0986097,0.890768,1,1,unassigned
477,1,0,-0.026953444,0.49326205,0,1,unassigned
478,-1,0,-0.72491026,0.32631263,0,1,unassigned
479,-1,0,-0.6194165,0.34991416,0,1,unassigned
480,-1,0,0.88872457,0.70862687,1,1,unassigned
481,-1,1,-0.70947564,0.32971472,0,1,unassigned
482,1,0,6.5932603,0.99863225,1,0,unassigned
483,0,0,0.5702177,0.63881344,1,1,unassigned
484,0,0,-0.20825142,0.44812447,0,0,unassigned
485,-1,0,-0.6131383,0.35134366,0,1,unassigned
486,-1,0,-0.03080231,0.49230006,0,1,unassigned
487,-1,0,0.25095168,0.5624107,1,1,unassigned
488,-1,1,0.56747735,0.63818085,1,1,unassigned
489,-1,0,1.2942122,0.78485936,1,1,unassigned
490,-1,0,-0.2681898,0.43335155,0,1,unassigned
491,1,0,-0.1576602,0.4606664,0,1,unassigned
492,1,0,0.8863559,0.70813763,1,0,test
493,-1,0,-0.49610567,0.3784563,0,1,unassigned
494,-1,0,-0.51618314,0.37374517,0,1,unassigned
495,-1,1,-0.7695664,0.3165729,0,1,unassigned
496,-1,0,1.4707441,0.8131705,1,1,unassigned
497,0,0,0.5906875,0.6435229,1,1,unassigned
498,-1,0,0.29496667,0.5732116,1,1,unassigned
499,-1,0,0.7846222,0.6866754,1,1,unassigned
